id_proposicao,casa,data,descricao,link_inteiro_teor,pagina_inicial
257161,camara,2004-06-08,Apresentação do Projeto de Lei pelo Dep. Luciano Zica e outros,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=225810,1
257161,camara,2014-05-21,"Parecer da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural Publicado no DCD de 22/05/14 PAG 486 COL 01, Letra A.",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&Datain=22/05/2014&txpagina=486,486
257161,camara,2015-10-21,"Parecer da Comissão de Meio Ambiente e Desenvolvimento Sustentável Publicado no DCD DE 22/10/15 PAG 407 COL 01, Letra B.",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&Datain=22/10/2015&txpagina=407,407
132865,senado,2018-04-10,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=7715983,1
132865,senado,2018-04-10,Regulamenta o licenciamento ambiental previsto no inciso IV do § 1º do art. 225 da Constituição Federal e dispõe sobre a avaliação ambiental estratégica.,http://legis.senado.leg.br/sdleg-getter/documento?dm=7715621,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721263,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721401,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721395,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721389,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721383,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721377,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721371,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721365,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721359,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721353,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721347,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721341,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721335,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721329,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721323,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721317,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721311,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721305,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721299,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721293,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721287,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721281,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721275,1
132865,senado,2018-04-18,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721269,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723696,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723739,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723733,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723727,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723721,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723715,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723709,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723703,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723602,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723668,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723662,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723656,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723650,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723644,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723638,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723632,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723626,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723620,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723614,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723608,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723425,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723488,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723479,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723473,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723467,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723461,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723455,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723449,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723443,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723437,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723431,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723320,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723382,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723374,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723368,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723362,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723356,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723350,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723344,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723338,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723332,1
132865,senado,2018-04-24,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723326,1
91341,senado,2009-05-28,"Estabelece normas gerais sobre plano, orçamento, controle e contabilidade pública, voltadas para a responsabilidade no processo orçamentário e na gestão financeira e patrimonial, altera dispositivos da Lei Complementar nº 101, de 4 de maio de 2000, a fim de fortalecer a gestão fiscal responsável e dá outras providências.",http://legis.senado.leg.br/sdleg-getter/documento?dm=2965275,1
91341,senado,2009-05-28,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931750,1
91341,senado,2009-11-25,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931777,1
91341,senado,2010-06-23,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931795,1
91341,senado,2016-05-17,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931858,1
91341,senado,2016-05-17,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931874,1
91341,senado,2016-05-18,"Parecer nº 503, de 2016-CCJ (1º pronunciamento)",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931892,1
91341,senado,2016-05-18,"Parecer nº 505, de 2016-CAE",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931910,1
91341,senado,2016-05-18,"Parecer nº 504, de 2016-CCJ (2º pronunciamento)",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931901,1
91341,senado,2016-06-07,"Parecer nº 536, de 2016 - CDIR",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931964,1
91341,senado,2016-06-07,"Parecer nº 535, de 2016-PLEN",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931955,1
91341,senado,2016-06-07,"Parecer nº 534, de 2016-CDIR",http://legis.senado.leg.br/sdleg-getter/documento?dm=3931937,1
2088990,camara,2016-06-21,"Apresentação do Projeto de Lei Complementar n. 295/2016, pelo Senado Federal, que: ""Estabelece, com amparo nos arts. 163 e 165,      § 9º, da Constituição Federal, normas gerais sobre planejamento, orçamento, fundos, contabilidade, controle e avaliação na administração pública; altera a Lei Complementar nº 101, de 4 de maio de 2000; e revoga a Lei nº 4.320, de 17 de março de 1964"".",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1470007,1
91341,senado,2016-06-21,Projeto de Lei Ordinária,http://legis.senado.leg.br/sdleg-getter/documento?dm=3931973,1
41703,senado,2001-12-12,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=3863045,1
46249,camara,2002-03-13,Apresentação do Projeto de Lei pelo Senado Federal - BLAIRO MAGGI,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1672866,1
46249,camara,2013-05-21,"Emenda Supressiva nº 1 ao Substitutivo aprovado  pela  Comissão  de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1090497,1
46249,camara,2014-10-08,"Parecer da Comissão de Seguridade Social e Família e da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural Publicado no DCD de 09/10/14, PÁG 172 COL 01, Letra A.",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&Datain=09/10/2014&txpagina=172,172
46249,camara,2018-06-28,"Parecer da Comissão Especial PL629902 Publicado em avulso e no DCD de 29/06/18 PÁG 31 COL 01, Letra A.",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&Datain=29/06/2018&txpagina=31,31
127753,senado,2016-12-08,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594392,1
127753,senado,2016-12-13,Emenda nº 1-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594401,1
127753,senado,2016-12-13,"Parecer nº 987, de 2016 - CDIR",http://legis.senado.leg.br/sdleg-getter/documento?dm=4594465,1
127753,senado,2016-12-13,Emenda nº 4-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594449,1
127753,senado,2016-12-13,Emenda nº 3-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594433,1
127753,senado,2016-12-13,Emenda nº 2-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594417,1
2121442,camara,2016-12-14,"Apresentação do Projeto de Lei n. 6726/2016, pelo Senado Federal, que: ""Regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"".",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517935,1
127753,senado,2016-12-14,Projeto de Lei Ordinária,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594474,1
2121442,camara,2018-11-26,Emenda,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695084,1
129808,senado,2017-06-28,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=5374221,1
129808,senado,2017-06-28,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para fomentar a inclusão de dados nos cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",http://legis.senado.leg.br/sdleg-getter/documento?dm=5373110,1
129808,senado,2017-09-27,Parecer,http://legis.senado.leg.br/sdleg-getter/documento?dm=7207279,1
129808,senado,2017-10-05,Emenda nº2-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=7222435,1
129808,senado,2017-10-10,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225765,1
129808,senado,2017-10-10,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225801,1
129808,senado,2017-10-10,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7225783,1
129808,senado,2017-10-24,"Parecer nº 186, de 2017-PLEN, relator Senador Armando Monteiro, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN.",http://legis.senado.leg.br/sdleg-getter/documento?dm=7242054,1
129808,senado,2017-10-25,"Parecer nº 187, de 2017 -´PLEN/SF, da Comissão Diretora, oferecendo a redação do vencido para o turno suplementar, do Projeto de Lei do Senado nº 212, de 2017 - Complementar, nos termos da Emenda nº 1 - CCJ (Substitutivo).",http://legis.senado.leg.br/sdleg-getter/documento?dm=7258261,1
2160860,camara,2017-11-08,"Apresentação do Projeto de Lei Complementar n. 441/2017, pelo Senado Federal, que: ""Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores"".",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1619290,1
129808,senado,2017-11-08,"Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para fomentar a inclusão de dados nos cadastros positivos de crédito e regular a responsabilidade civil dos operadores.",http://legis.senado.leg.br/sdleg-getter/documento?dm=7264880,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650821,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650822,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650823,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650824,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650825,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650826,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650827,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650828,1
2160860,camara,2018-04-11,,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650830,1
2160860,camara,2018-04-11,,NA,1
345311,camara,2007-03-20,Apresentação do Projeto de Lei pelo Deputado Homero Pereira (PR-MT).,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=444088,1
345311,camara,2008-07-04,"Parecer da Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural publicado no DCD de 05/07/08, PÁG 31445 COL 02, Letra A.",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&Datain=05/07/2008&txpagina=31445,31445
2085536,camara,2016-05-24,"Apresentação do Projeto de Lei n. 5370/2016, pelo Deputado Toninho Pinheiro (PP-MG), que: ""Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei nº 9.985, de 18 de julho de 2000"".",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1460867,1
2085536,camara,2016-12-14,"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei nº 9.985, de 18 de julho de 2000.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517413,1
2085536,camara,2016-12-14,"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei nº 9.985, de 18 de julho de 2000.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517413,1
2120775,camara,2016-12-13,"Apresentação do Projeto de Lei n. 6670/2016, pela Comissão de Legislação Participativa, que: ""Institui a Política Nacional de Redução de Agrotóxicos - PNARA, e dá outras providencias"".",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1516582,1
115926,senado,2013-12-23,Avulso inicial da matéria,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800554,1
115926,senado,2014-02-05,Emenda nº 1-Plen,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800572,1
115926,senado,2014-02-05,Emenda nº 15 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800635,1
115926,senado,2014-02-05,Emenda nº 14 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800626,1
